GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	P0CX36	RPS4B	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000314	IDA	PMID:6814480		559292	SGD		C
UniProtKB	P0CX36	RPS4B	part_of	GO:0030686	90S preribosome	ECO:0007005	HDA	PMID:12150911		559292	SGD		C
UniProtKB	P0CX37	RPS6A	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000314	IDA	PMID:6814480		559292	SGD		C
UniProtKB	P0CX37	RPS6A	part_of	GO:0030686	90S preribosome	ECO:0007005	HDA	PMID:12150911		559292	SGD		C
UniProtKB	P0CX37	RPS6A	part_of	GO:0032040	small-subunit processome	ECO:0000314	IDA	PMID:15590835		559292	SGD		C
UniProtKB	P0CX38	RPS6B	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000314	IDA	PMID:6814480		559292	SGD		C
UniProtKB	P0CX38	RPS6B	part_of	GO:0032040	small-subunit processome	ECO:0000314	IDA	PMID:15590835		559292	SGD		C
UniProtKB	P0CX39	RPS8A	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98166|PANTHER:PTN000044490|PomBase:SPAC521.05|RGD:61910|SGD:S000000168|SGD:S000000904|UniProtKB:P62241	559292	GO_Central		C
UniProtKB	P0CX39	RPS8A	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000314	IDA	PMID:18782943		559292	SGD		C
UniProtKB	P0CX39	RPS8A	part_of	GO:0030686	90S preribosome	ECO:0007005	HDA	PMID:12150911		559292	SGD		C
UniProtKB	P0CX40	RPS8B	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98166|PANTHER:PTN000044490|PomBase:SPAC521.05|RGD:61910|SGD:S000000168|SGD:S000000904|UniProtKB:P62241	559292	GO_Central		C
UniProtKB	P0CX40	RPS8B	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000314	IDA	PMID:18782943		559292	SGD		C
UniProtKB	P0CX40	RPS8B	part_of	GO:0030686	90S preribosome	ECO:0007005	HDA	PMID:12150911		559292	SGD		C
UniProtKB	P0CX41	RPL23A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1929455|PANTHER:PTN000205184|PomBase:SPCC1322.11|RGD:62067|SGD:S000000183|SGD:S000000919|UniProtKB:P0ADY3|UniProtKB:P62829	559292	GO_Central		C
UniProtKB	P0CX41	RPL23A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:11983894		559292	SGD		C
UniProtKB	P0CX42	RPL23B	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1929455|PANTHER:PTN000205184|PomBase:SPCC1322.11|RGD:62067|SGD:S000000183|SGD:S000000919|UniProtKB:P0ADY3|UniProtKB:P62829	559292	GO_Central		C
UniProtKB	P0CX42	RPL23B	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:11983894		559292	SGD		C
UniProtKB	P0CX43	RPL1A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1343877|PANTHER:PTN000560060|RGD:620497|SGD:S000003103|SGD:S000006141|UniProtKB:P62906	559292	GO_Central		C
UniProtKB	P0CX43	RPL1A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:11983894		559292	SGD		C
UniProtKB	P0CX44	RPL1B	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1343877|PANTHER:PTN000560060|RGD:620497|SGD:S000003103|SGD:S000006141|UniProtKB:P62906	559292	GO_Central		C
UniProtKB	P0CX44	RPL1B	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:11983894		559292	SGD		C
UniProtKB	P0CX45	RPL2A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1350927|PANTHER:PTN000343558|PomBase:SPBC839.04|RGD:619827|SGD:S000001280|SGD:S000002104|UniProtKB:P62917|UniProtKB:Q8I3T9	559292	GO_Central		C
UniProtKB	P0CX45	RPL2A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:18782943		559292	SGD		C
UniProtKB	P0CX46	RPL2B	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1350927|PANTHER:PTN000343558|PomBase:SPBC839.04|RGD:619827|SGD:S000001280|SGD:S000002104|UniProtKB:P62917|UniProtKB:Q8I3T9	559292	GO_Central		C
UniProtKB	P0CX46	RPL2B	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:18782943		559292	SGD		C
UniProtKB	P0CX47	RPS11A	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1351329|PANTHER:PTN000078534|PomBase:SPAC31G5.03|RGD:621026|SGD:S000000252|SGD:S000002432|UniProtKB:P0AG63|UniProtKB:P62280	559292	GO_Central		C
UniProtKB	P0CX47	RPS11A	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000314	IDA	PMID:6814480		559292	SGD		C
UniProtKB	P0CX47	RPS11A	part_of	GO:0030686	90S preribosome	ECO:0007005	HDA	PMID:12150911		559292	SGD		C
UniProtKB	P0CX48	RPS11B	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1351329|PANTHER:PTN000078534|PomBase:SPAC31G5.03|RGD:621026|SGD:S000000252|SGD:S000002432|UniProtKB:P0AG63|UniProtKB:P62280	559292	GO_Central		C
UniProtKB	P0CX48	RPS11B	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000314	IDA	PMID:6814480		559292	SGD		C
UniProtKB	P0CX48	RPS11B	part_of	GO:0030686	90S preribosome	ECO:0007005	HDA	PMID:12150911		559292	SGD		C
UniProtKB	P0CX49	RPL18A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98003|PANTHER:PTN000859219|PomBase:SPAPB17E12.13|RGD:621182|SGD:S000005245|SGD:S000005480|UniProtKB:Q07020	559292	GO_Central		C
UniProtKB	P0CX49	RPL18A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:11983894		559292	SGD		C
UniProtKB	P0CX50	RPL18B	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98003|PANTHER:PTN000859219|PomBase:SPAPB17E12.13|RGD:621182|SGD:S000005245|SGD:S000005480|UniProtKB:Q07020	559292	GO_Central		C
UniProtKB	P0CX50	RPL18B	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:11983894		559292	SGD		C
UniProtKB	P0CX51	RPS16A	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98118|PANTHER:PTN000490831|PomBase:SPBC18H10.14|RGD:621031|UniProtKB:P62249|UniProtKB:Q29201	559292	GO_Central		C
UniProtKB	P0CX51	RPS16A	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000303	NAS	PMID:9559554		559292	SGD		C
UniProtKB	P0CX51	RPS16A	part_of	GO:0030686	90S preribosome	ECO:0007005	HDA	PMID:12150911		559292	SGD		C
UniProtKB	P0CX52	RPS16B	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98118|PANTHER:PTN000490831|PomBase:SPBC18H10.14|RGD:621031|UniProtKB:P62249|UniProtKB:Q29201	559292	GO_Central		C
UniProtKB	P0CX52	RPS16B	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000303	NAS	PMID:9559554		559292	SGD		C
UniProtKB	P0CX53	RPL12A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98002|PANTHER:PTN000184010|RGD:1565106|SGD:S000000780|SGD:S000002826|UniProtKB:P30050	559292	GO_Central		C
UniProtKB	P0CX53	RPL12A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:11983894		559292	SGD		C
UniProtKB	P0CX54	RPL12B	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98002|PANTHER:PTN000184010|RGD:1565106|SGD:S000000780|SGD:S000002826|UniProtKB:P30050	559292	GO_Central		C
UniProtKB	P0CX54	RPL12B	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:11983894		559292	SGD		C
UniProtKB	P0CX55	RPS18A	part_of	GO:0015935	small ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98146|PANTHER:PTN000093238|PomBase:SPCC1259.01c|RGD:3595|SGD:S000005025|UniProtKB:P0A7S9|UniProtKB:P62269|UniProtKB:P62272	559292	GO_Central		C
UniProtKB	P0CX55	RPS18A	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000303	NAS	PMID:9559554		559292	SGD		C
UniProtKB	P0CX56	RPS18B	part_of	GO:0015935	small ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98146|PANTHER:PTN000093238|PomBase:SPCC1259.01c|RGD:3595|SGD:S000005025|UniProtKB:P0A7S9|UniProtKB:P62269|UniProtKB:P62272	559292	GO_Central		C
UniProtKB	P0CX56	RPS18B	part_of	GO:0022627	cytosolic small ribosomal subunit	ECO:0000303	NAS	PMID:9559554		559292	SGD		C
UniProtKB	P0CX82	RPL19A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98020|PANTHER:PTN000076564|PomBase:SPCC1682.14|RGD:621183|SGD:S000000123|SGD:S000002156|UniProtKB:C6KSY6|UniProtKB:P84098	559292	GO_Central		C
UniProtKB	P0CX82	RPL19A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:11983894		559292	SGD		C
UniProtKB	P0CX83	RPL19B	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98020|PANTHER:PTN000076564|PomBase:SPCC1682.14|RGD:621183|SGD:S000000123|SGD:S000002156|UniProtKB:C6KSY6|UniProtKB:P84098	559292	GO_Central		C
UniProtKB	P0CX83	RPL19B	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:11983894		559292	SGD		C
UniProtKB	P0CX84	RPL35A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1913739|PANTHER:PTN000356124|PomBase:SPCC613.05c|RGD:1303007|SGD:S000002295|SGD:S000002350|UniProtKB:P42766	559292	GO_Central		C
UniProtKB	P0CX84	RPL35A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:11983894		559292	SGD		C
UniProtKB	P0CX84	RPL35A	part_of	GO:0030687	preribosome, large subunit precursor	ECO:0000314	IDA	PMID:20392820		559292	SGD		C
UniProtKB	P0CX85	RPL35B	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1913739|PANTHER:PTN000356124|PomBase:SPCC613.05c|RGD:1303007|SGD:S000002295|SGD:S000002350|UniProtKB:P42766	559292	GO_Central		C
UniProtKB	P0CX85	RPL35B	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:11983894		559292	SGD		C
UniProtKB	P0CX85	RPL35B	part_of	GO:0030687	preribosome, large subunit precursor	ECO:0000314	IDA	PMID:20392820		559292	SGD		C
UniProtKB	P0CX86	RPL41A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:18782943		559292	SGD		C
UniProtKB	P0CX87	RPL41B	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:18782943		559292	SGD		C
UniProtKB	P0CY06	MATALPHA1	part_of	GO:0090575	RNA polymerase II transcription regulator complex	ECO:0000353	IPI	PMID:15118075		559292	ComplexPortal		C
UniProtKB	P0CY08	MATALPHA2	part_of	GO:0090571	RNA polymerase II transcription repressor complex	ECO:0000314	IDA	PMID:8137824		559292	ComplexPortal		C
UniProtKB	P0CY08	MATALPHA2	part_of	GO:0090571	RNA polymerase II transcription repressor complex	ECO:0000353	IPI	PMID:9490409		559292	ComplexPortal		C
UniProtKB	P0CY11	HMRA1	part_of	GO:0090571	RNA polymerase II transcription repressor complex	ECO:0000314	IDA	PMID:8137824		559292	ComplexPortal		C
UniProtKB	P10080	SBP1	part_of	GO:1990904	ribonucleoprotein complex	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0267790|PANTHER:PTN000543776|SGD:S000006316	559292	GO_Central		C
UniProtKB	P10081	TIF1	part_of	GO:0016281	eukaryotic translation initiation factor 4F complex	ECO:0000315	IMP	PMID:10409745		559292	SGD		C
UniProtKB	P10081	TIF1	part_of	GO:0016281	eukaryotic translation initiation factor 4F complex	ECO:0005547	NAS	PMID:10409745		559292	ComplexPortal		C
UniProtKB	P10081	TIF1	part_of	GO:0016281	eukaryotic translation initiation factor 4F complex	ECO:0000315	IMP	PMID:2648398		559292	SGD		C
UniProtKB	P10174	COX7	part_of	GO:0045277	respiratory chain complex IV	ECO:0000314	IDA	PMID:1331058		559292	SGD		C
UniProtKB	P10363	PRI1	part_of	GO:0005658	alpha DNA polymerase:primase complex	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0011762|MGI:MGI:97757|PANTHER:PTN000056765|PomBase:SPAC6B12.10c|SGD:S000001447|UniProtKB:P49642	559292	GO_Central		C
UniProtKB	P10363	PRI1	part_of	GO:0005658	alpha DNA polymerase:primase complex	ECO:0000314	IDA	PMID:22593576		559292	SGD		C
UniProtKB	P10363	PRI1	part_of	GO:0005658	alpha DNA polymerase:primase complex	ECO:0000314	IDA	PMID:3888995		559292	SGD		C
UniProtKB	P10363	PRI1	part_of	GO:0005658	alpha DNA polymerase:primase complex	ECO:0000353	IPI	PMID:8621497		559292	ComplexPortal		C
UniProtKB	P10507	MAS1	part_of	GO:0017087	mitochondrial processing peptidase complex	ECO:0000353	IPI	PMID:11470436		559292	ComplexPortal		C
UniProtKB	P10507	MAS1	part_of	GO:0017087	mitochondrial processing peptidase complex	ECO:0000314	IDA	PMID:2905264		559292	SGD		C
UniProtKB	P10507	MAS1	part_of	GO:0017087	mitochondrial processing peptidase complex	ECO:0000314	IDA	PMID:9299349		559292	UniProt		C
UniProtKB	P10591	SSA1	part_of	GO:0017053	transcription repressor complex	ECO:0005547	NAS	PMID:15102838		559292	ComplexPortal		C
UniProtKB	P10592	SSA2	part_of	GO:0017053	transcription repressor complex	ECO:0005547	NAS	PMID:15102838		559292	ComplexPortal		C
UniProtKB	P10622	RPP1B	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1927099|PANTHER:PTN000474938|RGD:621774|SGD:S000002239|SGD:S000002288|UniProtKB:P05386|UniProtKB:P52855	559292	GO_Central		C
UniProtKB	P10622	RPP1B	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:22096102		559292	SGD		C
UniProtKB	P10662	MRP1	part_of	GO:0005763	mitochondrial small ribosomal subunit	ECO:0000314	IDA	PMID:11278769		559292	SGD		C
UniProtKB	P10662	MRP1	part_of	GO:0005763	mitochondrial small ribosomal subunit	ECO:0005547	NAS	PMID:25609543		559292	ComplexPortal		C
UniProtKB	P10663	MRP2	part_of	GO:0005763	mitochondrial small ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000457005|SGD:S000006370|UniProtKB:O60783	559292	GO_Central		C
UniProtKB	P10663	MRP2	part_of	GO:0005763	mitochondrial small ribosomal subunit	ECO:0000314	IDA	PMID:11278769		559292	SGD		C
UniProtKB	P10663	MRP2	part_of	GO:0005763	mitochondrial small ribosomal subunit	ECO:0005547	NAS	PMID:25609543		559292	ComplexPortal		C
UniProtKB	P10664	RPL4A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1915141|PANTHER:PTN000454620|PomBase:SPBC1711.06|PomBase:SPBP8B7.03c|RGD:619824|SGD:S000000235|SGD:S000002419|UniProtKB:P36578|UniProtKB:Q8I431	559292	GO_Central		C
UniProtKB	P10664	RPL4A	part_of	GO:0022625	cytosolic large ribosomal subunit	ECO:0000314	IDA	PMID:11983894		559292	SGD		C
UniProtKB	P10823	GPA2	part_of	GO:0005834	heterotrimeric G-protein complex	ECO:0000318	IBA	GO_REF:0000033	CGD:CAL0000174954|FB:FBgn0001122|FB:FBgn0001123|MGI:MGI:3588268|PANTHER:PTN000026392|PomBase:SPAC23H3.13c|RGD:1304683|RGD:2716|RGD:619749|RGD:620770|SGD:S000001047|TAIR:locus:2005529|UniProtKB:P09471|UniProtKB:P63096|dictyBase:DDB_G0276267	559292	GO_Central		C
UniProtKB	P10862	RAD18	part_of	GO:0097505	Rad6-Rad18 complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN001020335|SGD:S000000662	559292	GO_Central		C
UniProtKB	P10862	RAD18	part_of	GO:0097505	Rad6-Rad18 complex	ECO:0000353	IPI	PMID:7926769		559292	ComplexPortal		C
UniProtKB	P10862	RAD18	part_of	GO:0097505	Rad6-Rad18 complex	ECO:0000314	IDA	PMID:9287349		559292	SGD		C
UniProtKB	P10961	HSF1	part_of	GO:0032993	protein-DNA complex	ECO:0000315	IMP	PMID:8745404		559292	CAFA		C
UniProtKB	P10962	MAK16	part_of	GO:0030687	preribosome, large subunit precursor	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000600976|SGD:S000000023	559292	GO_Central		C
UniProtKB	P10962	MAK16	part_of	GO:0030687	preribosome, large subunit precursor	ECO:0000314	IDA	PMID:11583614		559292	SGD		C
UniProtKB	P10964	RPA190	part_of	GO:0005736	RNA polymerase I complex	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1096397|PANTHER:PTN000453524|PomBase:SPBC4C3.05c|RGD:620824|SGD:S000005868|UniProtKB:O95602	559292	GO_Central		C
UniProtKB	P10964	RPA190	part_of	GO:0005736	RNA polymerase I complex	ECO:0000314	IDA	PMID:11486042		559292	SGD		C
UniProtKB	P10964	RPA190	part_of	GO:0005736	RNA polymerase I complex	ECO:0000314	IDA	PMID:24153184		559292	UniProt		C
UniProtKB	P10964	RPA190	part_of	GO:0005736	RNA polymerase I complex	ECO:0000353	IPI	PMID:26327374		559292	ComplexPortal		C
UniProtKB	P10964	RPA190	part_of	GO:0005736	RNA polymerase I complex	ECO:0000314	IDA	PMID:9837969		559292	SGD		C
UniProtKB	P11433	CDC24	part_of	GO:0120157	PAR polarity complex	ECO:0000353	IPI	PMID:11113154		559292	ComplexPortal		C
UniProtKB	P11433	CDC24	part_of	GO:0120171	Cdc24p-Far1p-Gbetagamma complex	ECO:0000314	IDA	PMID:10087263		559292	SGD		C
UniProtKB	P11433	CDC24	part_of	GO:0120171	Cdc24p-Far1p-Gbetagamma complex	ECO:0000353	IPI	PMID:10087263		559292	ComplexPortal		C
UniProtKB	P11433	CDC24	part_of	GO:0120171	Cdc24p-Far1p-Gbetagamma complex	ECO:0000353	IPI	PMID:10087263	SGD:S000003693	559292	SGD		C
UniProtKB	P11632	NHP6A	part_of	GO:0032993	protein-DNA complex	ECO:0000315	IMP	PMID:10228169		559292	CAFA		C
UniProtKB	P11709	BIK1	part_of	GO:0005875	microtubule associated complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN001052565|SGD:S000006095	559292	GO_Central		C
UniProtKB	P11746	MCM1	part_of	GO:0090571	RNA polymerase II transcription repressor complex	ECO:0000353	IPI	PMID:9490409		559292	ComplexPortal		C
UniProtKB	P11746	MCM1	part_of	GO:0090575	RNA polymerase II transcription regulator complex	ECO:0005547	NAS	PMID:10632874		559292	ComplexPortal		C
UniProtKB	P11746	MCM1	part_of	GO:0090575	RNA polymerase II transcription regulator complex	ECO:0000353	IPI	PMID:15118075		559292	ComplexPortal		C
UniProtKB	P11747	TAF13	part_of	GO:0005669	transcription factor TFIID complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000890184|PomBase:SPCC1494.02c|SGD:S000004564	559292	GO_Central		C
UniProtKB	P11747	TAF13	part_of	GO:0005669	transcription factor TFIID complex	ECO:0000314	IDA	PMID:10788514		559292	SGD		C
UniProtKB	P11747	TAF13	part_of	GO:0005669	transcription factor TFIID complex	ECO:0000353	IPI	PMID:12138208		559292	ComplexPortal		C
UniProtKB	P11747	TAF13	part_of	GO:0005669	transcription factor TFIID complex	ECO:0000314	IDA	PMID:15448131		559292	SGD		C
UniProtKB	P11914	MAS2	part_of	GO:0017087	mitochondrial processing peptidase complex	ECO:0000314	IDA	PMID:10942759		559292	UniProt		C
UniProtKB	P11914	MAS2	part_of	GO:0017087	mitochondrial processing peptidase complex	ECO:0000353	IPI	PMID:11470436		559292	ComplexPortal		C
UniProtKB	P11914	MAS2	part_of	GO:0017087	mitochondrial processing peptidase complex	ECO:0000314	IDA	PMID:2905264		559292	SGD		C
UniProtKB	P11914	MAS2	part_of	GO:0017087	mitochondrial processing peptidase complex	ECO:0000314	IDA	PMID:9299349		559292	UniProt		C
UniProtKB	P11938	RAP1	part_of	GO:0005667	transcription regulator complex	ECO:0005547	NAS	PMID:11333224		559292	ComplexPortal		C
UniProtKB	P11938	RAP1	part_of	GO:0005667	transcription regulator complex	ECO:0000353	IPI	PMID:8508768		559292	ComplexPortal		C
UniProtKB	P11938	RAP1	part_of	GO:0032993	protein-DNA complex	ECO:0000315	IMP	PMID:8620531		559292	CAFA		C
UniProtKB	P11938	RAP1	part_of	GO:0070187	shelterin complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN001046706|PomBase:SPBC1778.02|SGD:S000005160|UniProtKB:Q9NYB0	559292	GO_Central		C
UniProtKB	P11938	RAP1	part_of	GO:0070187	shelterin complex	ECO:0000314	IDA	PMID:23746845		559292	SGD		C
UniProtKB	P11938	RAP1	part_of	GO:0070187	shelterin complex	ECO:0000353	IPI	PMID:23746845		559292	ComplexPortal		C
UniProtKB	P11978	SIR4	part_of	GO:0005677	chromatin silencing complex	ECO:0000353	IPI	PMID:15282295		559292	ComplexPortal		C
UniProtKB	P11978	SIR4	part_of	GO:0005677	chromatin silencing complex	ECO:0000314	IDA	PMID:9122169		559292	SGD		C
UniProtKB	P12385	SUP45	part_of	GO:0018444	translation release factor complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000012041|PomBase:SPAC1834.01|SGD:S000000347|UniProtKB:P62495	559292	GO_Central		C
UniProtKB	P12385	SUP45	part_of	GO:0018444	translation release factor complex	ECO:0000314	IDA	PMID:34413231		559292	UniProt		C
UniProtKB	P12385	SUP45	part_of	GO:0018444	translation release factor complex	ECO:0000314	IDA	PMID:7556078		559292	SGD		C
UniProtKB	P12385	SUP45	part_of	GO:0018444	translation release factor complex	ECO:0000353	IPI	PMID:9111351		559292	ComplexPortal		C
UniProtKB	P12611	WHI2	part_of	GO:1903293	phosphatase complex	ECO:0005546	ISS	GO_REF:0000114	ComplexPortal:CPX-1317	559292	ComplexPortal		C
UniProtKB	P12611	WHI2	part_of	GO:1903293	phosphatase complex	ECO:0000314	IDA	PMID:12090248		559292	UniProt		C
UniProtKB	P12611	WHI2	part_of	GO:1903293	phosphatase complex	ECO:0000353	IPI	PMID:12090248		559292	ComplexPortal		C
UniProtKB	P12612	TCP1	part_of	GO:0005832	chaperonin-containing T-complex	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98535|PANTHER:PTN000144020|PomBase:SPBC12D12.03|SGD:S000002620|UniProtKB:P17987|UniProtKB:Q32L40|UniProtKB:Q8II43|WB:WBGene00000377	559292	GO_Central		C
UniProtKB	P12612	TCP1	part_of	GO:0005832	chaperonin-containing T-complex	ECO:0000353	IPI	PMID:15704212	SGD:S000002596	559292	SGD		C
UniProtKB	P12612	TCP1	part_of	GO:0005832	chaperonin-containing T-complex	ECO:0000314	IDA	PMID:16762366		559292	SGD		C
UniProtKB	P12612	TCP1	part_of	GO:0005832	chaperonin-containing T-complex	ECO:0000353	IPI	PMID:21701561		559292	ComplexPortal		C
UniProtKB	P12684	HMG2	part_of	GO:0000502	proteasome complex	ECO:0000353	IPI	PMID:27226596	SGD:S000002306	559292	SGD		C
UniProtKB	P12686	MRP13	part_of	GO:0005763	mitochondrial small ribosomal subunit	ECO:0000314	IDA	PMID:12392552		559292	SGD		C
UniProtKB	P12686	MRP13	part_of	GO:0005763	mitochondrial small ribosomal subunit	ECO:0005547	NAS	PMID:25609543		559292	ComplexPortal		C
UniProtKB	P12686	MRP13	part_of	GO:0005763	mitochondrial small ribosomal subunit	ECO:0000314	IDA	PMID:9151978		559292	SGD		C
UniProtKB	P12687	MRP7	part_of	GO:0005762	mitochondrial large ribosomal subunit	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000407639|SGD:S000004950|UniProtKB:Q9P0M9	559292	GO_Central		C
UniProtKB	P12687	MRP7	part_of	GO:0005762	mitochondrial large ribosomal subunit	ECO:0000314	IDA	PMID:12392552		559292	SGD		C
UniProtKB	P12687	MRP7	part_of	GO:0005762	mitochondrial large ribosomal subunit	ECO:0005547	NAS	PMID:28154081		559292	ComplexPortal		C
UniProtKB	P12695	LAT1	part_of	GO:0045254	pyruvate dehydrogenase complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000568044|RGD:619859|SGD:S000003425|SGD:S000005015|UniProtKB:P10515|UniProtKB:Q5AYC2	559292	GO_Central		C
UniProtKB	P12695	LAT1	part_of	GO:0045254	pyruvate dehydrogenase complex	ECO:0000353	IPI	PMID:18180296		559292	ComplexPortal		C
UniProtKB	P12695	LAT1	part_of	GO:0045254	pyruvate dehydrogenase complex	ECO:0000314	IDA	PMID:2007123		559292	SGD		C
UniProtKB	P12695	LAT1	part_of	GO:0045254	pyruvate dehydrogenase complex	ECO:0000314	IDA	PMID:9038189		559292	SGD		C
UniProtKB	P12753	RAD50	part_of	GO:0030870	Mre11 complex	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0034728|MGI:MGI:109292|PANTHER:PTN000429848|PomBase:SPAC1556.01c|SGD:S000005194|UniProtKB:A0A1L8GVF0|UniProtKB:A0A1L8GXM0	559292	GO_Central		C
UniProtKB	P12753	RAD50	part_of	GO:0030870	Mre11 complex	ECO:0000353	IPI	PMID:27746018		559292	ComplexPortal		C
UniProtKB	P12753	RAD50	part_of	GO:0030870	Mre11 complex	ECO:0000353	IPI	PMID:9845372	SGD:S000002777,SGD:S000004837	559292	SGD		C
UniProtKB	P12754	GCD2	part_of	GO:0005851	eukaryotic translation initiation factor 2B complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000027922|PomBase:SPAC21E11.06|RGD:620208|SGD:S000003315|UniProtKB:Q9UI10	559292	GO_Central		C
UniProtKB	P12754	GCD2	part_of	GO:0005851	eukaryotic translation initiation factor 2B complex	ECO:0000353	IPI	PMID:24852487		559292	ComplexPortal		C
